FDK-AAC.txt,UNKNOWN
EU DataGrid Software License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/EU\ DataGrid\ Software\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/EU\ DataGrid\ Software\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Universal Permissive License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Universal\ Permissive\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Universal\ Permissive\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Sleepycat-license.txt,"spdxBSD3,spdxBSD3,SleepyCat"
Creative Commons Attribution Share Alike 2.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 2.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 2.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MPL-2.0-no-copyleft-exception.txt,MPLv2
deprecated_AGPL-3.0.txt,UNKNOWN
Zope Public License 2.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Zope\ Public\ License\ 2.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Zope\ Public\ License\ 2.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Imlib2-license.txt,MITX11noNotice
deprecated_GPL-2.0-with-autoconf-exception.txt,UNKNOWN
CC-BY-NC-SA-2.0-FR.txt,UNKNOWN
CPL-1.0.txt,UNKNOWN
CNRI-Python.txt,UNKNOWN
Saxpath-license.txt,UNKNOWN
Independent JPEG Group License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Independent\ JPEG\ Group\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Independent\ JPEG\ Group\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
X11 License Distribution Modification Variant.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/X11\ License\ Distribution\ Modification\ Variant.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/X11\ License\ Distribution\ Modification\ Variant.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SHL-0.51.txt,UNKNOWN
FSFAP-license.txt,UNKNOWN
Borceux-license.txt,UNKNOWN
Artistic License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Artistic\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Artistic\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open CASCADE Technology Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ CASCADE\ Technology\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ CASCADE\ Technology\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_GFDL-1.3.txt,UNKNOWN
deprecated_GPL-2.0-with-classpath-exception.txt,"GPLnoVersion,LinkException"
Open LDAP Public License v2.2.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.2.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.2.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Etalab Open License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Etalab\ Open\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Etalab\ Open\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Lucent Public License Version 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Lucent\ Public\ License\ Version\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Lucent\ Public\ License\ Version\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
XSkat License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/XSkat\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/XSkat\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Baekmuk License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Baekmuk\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Baekmuk\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
YPL-1.0.txt,UNKNOWN
APSL-1.1.txt,UNKNOWN
diffmark-license.txt,NONE
Autoconf-exception-2.0.txt,UNKNOWN
CrystalStacker-license.txt,UNKNOWN
W3C Software Notice and License (1998-07-20).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/W3C\ Software\ Notice\ and\ License\ (1998-07-20).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/W3C\ Software\ Notice\ and\ License\ (1998-07-20).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ODbL-1.0.txt,SeeFile
BSD 1-Clause License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD\ 1-Clause\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD\ 1-Clause\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
psutils License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/psutils\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/psutils\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
zlib License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/zlib\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/zlib\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-ND-2.0.txt,UNKNOWN
ODC-By-1.0.txt,SeeFile
BSD-3-Clause-Clear.txt,UNKNOWN
CERN Open Hardware Licence v1.2.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ v1.2.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CERN\ Open\ Hardware\ Licence\ v1.2.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GPL-1.0-only.txt,GPLv1+
Eiffel Forum License v2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Eiffel\ Forum\ License\ v2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Eiffel\ Forum\ License\ v2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Artistic License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Artistic\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Artistic\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
mpich2-license.txt,UNKNOWN
SugarCRM-1.1.3.txt,UNKNOWN
NTP No Attribution.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/NTP\ No\ Attribution.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/NTP\ No\ Attribution.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Haskell Language Report License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Haskell\ Language\ Report\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Haskell\ Language\ Report\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution Non Commercial Share Alike 2.5 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 2.5\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 2.5\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OFL-1.0.txt,UNKNOWN
Nokia-license.txt,UNKNOWN
license-ScanResult.csv,NONE
Eclipse Public License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Eclipse\ Public\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Eclipse\ Public\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU Free Documentation License v1.3 or later.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.3\ or\ later.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.3\ or\ later.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
eCos-exception-2.0.txt,UNKNOWN
"NICTA Public Software License, Version 1.0.txt","Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/NICTA\ Public\ Software\ License,\ Version\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/NICTA\ Public\ Software\ License,\ Version\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_eCos-2.0.txt,GPLv2+
Open Market License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Market\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Market\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Arphic Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Arphic\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Arphic\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
W3C-19980720.txt,UNKNOWN
ICU-license.txt,MITX11noNotice
Common Public License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Common\ Public\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Common\ Public\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
EUPL-1.1.txt,UNKNOWN
Linux-OpenIB.txt,MITX11noNotice
Microsoft Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Microsoft\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Microsoft\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Detection Rule License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Detection\ Rule\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Detection\ Rule\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
FLTK-exception.txt,UNKNOWN
GNU Free Documentation License v1.3 or later - no invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.3\ or\ later\ -\ no\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.3\ or\ later\ -\ no\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
AFL-2.1.txt,UNKNOWN
CNRI Jython License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CNRI\ Jython\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CNRI\ Jython\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution Non Commercial Share Alike 3.0 Unported.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 3.0\ Unported.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 3.0\ Unported.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Zed-license.txt,UNKNOWN
SGI Free Software License B v2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SGI\ Free\ Software\ License\ B\ v2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SGI\ Free\ Software\ License\ B\ v2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Unlicense-license.txt,MITX11noNotice
Creative Commons Attribution No Derivatives 3.0 Germany.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ No\ Derivatives\ 3.0\ Germany.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ No\ Derivatives\ 3.0\ Germany.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OpenSSL License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/OpenSSL\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/OpenSSL\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD-3-Clause-LBNL.txt,spdxBSD3
Creative Commons Attribution 3.0 Netherlands.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ Netherlands.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ Netherlands.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Academic Free License v3.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Academic\ Free\ License\ v3.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Academic\ Free\ License\ v3.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open Government Licence v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Government\ Licence\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Government\ Licence\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
AML-license.txt,UNKNOWN
CC-BY-3.0.txt,UNKNOWN
Universal-FOSS-exception-1.0.txt,UNKNOWN
OLDAP-2.1.txt,UNKNOWN
Yahoo! Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Yahoo!\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Yahoo!\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Vim License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Vim\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Vim\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Unicode Terms of Use.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Unicode\ Terms\ of\ Use.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Unicode\ Terms\ of\ Use.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open LDAP Public License v2.5.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.5.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.5.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CDLA-Sharing-1.0.txt,UNKNOWN
MPL-1.0.txt,MPLv1_0
Jam-license.txt,UNKNOWN
QPL-1.0.txt,UNKNOWN
Nara Institute of Science and Technology License (2003).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Nara\ Institute\ of\ Science\ and\ Technology\ License\ (2003).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Nara\ Institute\ of\ Science\ and\ Technology\ License\ (2003).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Attribution 3.0 Unported.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ Unported.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ 3.0\ Unported.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
UCL-1.0.txt,UNKNOWN
ECL-2.0.txt,UNKNOWN
Mup License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Mup\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Mup\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TCP-wrappers.txt,UNKNOWN
CECILL-B.txt,UNKNOWN
CNRI-Python-GPL-Compatible.txt,UNKNOWN
Open Software License 1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Software\ License\ 1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Software\ License\ 1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-SA-3.0-DE.txt,UNKNOWN
SQLite Blessing.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SQLite\ Blessing.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SQLite\ Blessing.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NASA Open Source Agreement 1.3.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/NASA\ Open\ Source\ Agreement\ 1.3.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/NASA\ Open\ Source\ Agreement\ 1.3.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Creative Commons Public Domain Dedication and Certification.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Public\ Domain\ Dedication\ and\ Certification.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Public\ Domain\ Dedication\ and\ Certification.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Rdisc-license.txt,UNKNOWN
deprecated_LGPL-2.1+.txt,LesserGPLv2.1+
deprecated_GPL-2.0+.txt,GPLv2+
deprecated_GPL-3.0-with-GCC-exception.txt,UNKNOWN
CrystalStacker License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/CrystalStacker\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/CrystalStacker\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD-2-Clause Plus Patent License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD-2-Clause\ Plus\ Patent\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD-2-Clause\ Plus\ Patent\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OGDL-Taiwan-1.0.txt,UNKNOWN
SGI-B-2.0.txt,MITX11noNotice
Open LDAP Public License v2.0 (or possibly 2.0A and 2.0B).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.0\ (or\ possibly\ 2.0A\ and\ 2.0B).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v2.0\ (or\ possibly\ 2.0A\ and\ 2.0B).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
LaTeX Project Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/LaTeX\ Project\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/LaTeX\ Project\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ANTLR-PD-fallback.txt,UNKNOWN
Historical Permission Notice and Disclaimer.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Historical\ Permission\ Notice\ and\ Disclaimer.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Historical\ Permission\ Notice\ and\ Disclaimer.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TU-Berlin-1.0.txt,UNKNOWN
WTFPL-license.txt,UNKNOWN
NRL License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/NRL\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/NRL\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ErlPL-1.1.txt,UNKNOWN
SHL-2.1.txt,UNKNOWN
Educational Community License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Educational\ Community\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Educational\ Community\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
gnuplot License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/gnuplot\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/gnuplot\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NPOSL-3.0.txt,UNKNOWN
Hippocratic-2.1.txt,UNKNOWN
IPL-1.0.txt,UNKNOWN
AFL-2.0.txt,UNKNOWN
Mozilla Public License 2.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Mozilla\ Public\ License\ 2.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Mozilla\ Public\ License\ 2.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
NTP-0.txt,UNKNOWN
JPNIC-license.txt,UNKNOWN
UPL-1.0.txt,MITX11noNotice
Lesser General Public License For Linguistic Resources.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Lesser\ General\ Public\ License\ For\ Linguistic\ Resources.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Lesser\ General\ Public\ License\ For\ Linguistic\ Resources.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
DSDP License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/DSDP\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/DSDP\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SimPL-2.0.txt,UNKNOWN
TAPR Open Hardware License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/TAPR\ Open\ Hardware\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/TAPR\ Open\ Hardware\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Qt-GPL-exception-1.0.txt,UNKNOWN
Open Use of Data Agreement v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ Use\ of\ Data\ Agreement\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ Use\ of\ Data\ Agreement\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Technische Universitaet Berlin License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Technische\ Universitaet\ Berlin\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Technische\ Universitaet\ Berlin\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
ZPL-1.1.txt,UNKNOWN
GFDL-1.1-invariants-or-later.txt,UNKNOWN
Zimbra-1.4.txt,UNKNOWN
